date,season,team,opponent,home,team_points,opponent_points,pace,offensive_rating,defensive_rating,rebound_pct,assist_ratio
2023-10-24,2024,DEN,Los Angeles Lakers,1,119,107,,,,,
2023-10-24,2024,PHO,Golden State Warriors,0,108,104,,,,,
2023-10-24,2024,GSW,Phoenix Suns,1,104,108,,,,,
2023-10-24,2024,LAL,Denver Nuggets,0,107,119,,,,,
2023-10-25,2024,ATL,Charlotte Hornets,0,110,116,,,,,
2023-10-25,2024,CHI,Oklahoma City Thunder,1,104,124,,,,,
2023-10-25,2024,CHO,Atlanta Hawks,1,116,110,,,,,
2023-10-25,2024,CLE,Brooklyn Nets,0,114,113,,,,,
2023-10-25,2024,DAL,San Antonio Spurs,0,126,119,,,,,
2023-10-25,2024,DET,Miami Heat,0,102,103,,,,,
2023-10-25,2024,HOU,Orlando Magic,0,86,116,,,,,
2023-10-25,2024,IND,Washington Wizards,1,143,120,,,,,
2023-10-25,2024,LAC,Portland Trail Blazers,1,123,111,,,,,
2023-10-25,2024,MEM,New Orleans Pelicans,1,104,111,,,,,
2023-10-25,2024,MIN,Toronto Raptors,0,94,97,,,,,
2023-10-25,2024,NOP,Memphis Grizzlies,0,111,104,,,,,
2023-10-25,2024,NYK,Boston Celtics,1,104,108,,,,,
2023-10-25,2024,OKC,Chicago Bulls,0,124,104,,,,,
2023-10-25,2024,ORL,Houston Rockets,1,116,86,,,,,
2023-10-25,2024,POR,Los Angeles Clippers,0,111,123,,,,,
2023-10-25,2024,SAC,Utah Jazz,0,130,114,,,,,
2023-10-25,2024,SAS,Dallas Mavericks,1,119,126,,,,,
2023-10-25,2024,TOR,Minnesota Timberwolves,1,97,94,,,,,
2023-10-25,2024,UTA,Sacramento Kings,1,114,130,,,,,
2023-10-25,2024,WAS,Indiana Pacers,0,120,143,,,,,
2023-10-25,2024,BRK,Cleveland Cavaliers,1,113,114,,,,,
2023-10-25,2024,BOS,New York Knicks,0,108,104,,,,,
2023-10-25,2024,MIA,Detroit Pistons,1,103,102,,,,,
2023-10-26,2024,PHI,Milwaukee Bucks,0,117,118,,,,,
2023-10-26,2024,MIL,Philadelphia 76ers,1,118,117,,,,,
2023-10-26,2024,LAL,Phoenix Suns,1,100,95,,,,,
2023-10-26,2024,PHO,Los Angeles Lakers,0,95,100,,,,,
2023-10-27,2024,BOS,Miami Heat,1,119,111,,,,,
2023-10-27,2024,ATL,New York Knicks,1,120,126,,,,,
2023-10-27,2024,ORL,Portland Trail Blazers,0,102,97,,,,,
2023-10-27,2024,HOU,San Antonio Spurs,0,122,126,,,,,
2023-10-27,2024,CHO,Detroit Pistons,1,99,111,,,,,
2023-10-27,2024,DAL,Brooklyn Nets,1,125,120,,,,,
2023-10-27,2024,BRK,Dallas Mavericks,0,120,125,,,,,
2023-10-27,2024,LAC,Utah Jazz,0,118,120,,,,,
2023-10-27,2024,MIA,Boston Celtics,0,111,119,,,,,
2023-10-27,2024,TOR,Chicago Bulls,0,103,104,,,,,
2023-10-27,2024,UTA,Los Angeles Clippers,1,120,118,,,,,
2023-10-27,2024,SAS,Houston Rockets,1,126,122,,,,,
2023-10-27,2024,GSW,Sacramento Kings,0,122,114,,,,,
2023-10-27,2024,MEM,Denver Nuggets,1,104,108,,,,,
2023-10-27,2024,CLE,Oklahoma City Thunder,1,105,108,,,,,
2023-10-27,2024,SAC,Golden State Warriors,1,114,122,,,,,
2023-10-27,2024,POR,Orlando Magic,1,97,102,,,,,
2023-10-27,2024,DET,Charlotte Hornets,0,111,99,,,,,
2023-10-27,2024,DEN,Memphis Grizzlies,0,108,104,,,,,
2023-10-27,2024,CHI,Toronto Raptors,1,104,103,,,,,
2023-10-27,2024,OKC,Cleveland Cavaliers,0,108,105,,,,,
2023-10-27,2024,NYK,Atlanta Hawks,0,126,120,,,,,
2023-10-28,2024,MIA,Minnesota Timberwolves,0,90,106,,,,,
2023-10-28,2024,DET,Chicago Bulls,1,118,102,,,,,
2023-10-28,2024,PHI,Toronto Raptors,0,114,107,,,,,
2023-10-28,2024,NYK,New Orleans Pelicans,0,87,96,,,,,
2023-10-28,2024,UTA,Phoenix Suns,0,104,126,,,,,
2023-10-28,2024,MIN,Miami Heat,1,106,90,,,,,
2023-10-28,2024,WAS,Memphis Grizzlies,1,113,106,,,,,
2023-10-28,2024,CHI,Detroit Pistons,0,102,118,,,,,
2023-10-28,2024,CLE,Indiana Pacers,1,113,125,,,,,
2023-10-28,2024,NOP,New York Knicks,1,96,87,,,,,
2023-10-28,2024,TOR,Philadelphia 76ers,1,107,114,,,,,
2023-10-28,2024,IND,Cleveland Cavaliers,0,125,113,,,,,
2023-10-28,2024,MEM,Washington Wizards,0,106,113,,,,,
2023-10-28,2024,PHO,Utah Jazz,1,126,104,,,,,
2023-10-29,2024,SAS,Los Angeles Clippers,0,83,123,,,,,
2023-10-29,2024,MIL,Atlanta Hawks,1,110,127,,,,,
2023-10-29,2024,POR,Philadelphia 76ers,0,98,126,,,,,
2023-10-29,2024,LAC,San Antonio Spurs,1,123,83,,,,,
2023-10-29,2024,PHI,Portland Trail Blazers,1,126,98,,,,,
2023-10-29,2024,DEN,Oklahoma City Thunder,0,128,95,,,,,
2023-10-29,2024,HOU,Golden State Warriors,1,95,106,,,,,
2023-10-29,2024,ATL,Milwaukee Bucks,0,127,110,,,,,
2023-10-29,2024,GSW,Houston Rockets,0,106,95,,,,,
2023-10-29,2024,SAC,Los Angeles Lakers,1,132,127,,,,,
2023-10-29,2024,LAL,Sacramento Kings,0,127,132,,,,,
2023-10-29,2024,OKC,Denver Nuggets,1,95,128,,,,,
2023-10-30,2024,BRK,Charlotte Hornets,0,133,121,,,,,
2023-10-30,2024,LAL,Orlando Magic,1,106,103,,,,,
2023-10-30,2024,MIA,Milwaukee Bucks,0,114,122,,,,,
2023-10-30,2024,ORL,Los Angeles Lakers,0,103,106,,,,,
2023-10-30,2024,TOR,Portland Trail Blazers,1,91,99,,,,,
2023-10-30,2024,MIN,Atlanta Hawks,0,113,127,,,,,
2023-10-30,2024,WAS,Boston Celtics,1,107,126,,,,,
2023-10-30,2024,UTA,Denver Nuggets,0,102,110,,,,,
2023-10-30,2024,GSW,New Orleans Pelicans,0,130,102,,,,,
2023-10-30,2024,CHO,Brooklyn Nets,1,121,133,,,,,
2023-10-30,2024,DAL,Memphis Grizzlies,0,125,110,,,,,
2023-10-30,2024,IND,Chicago Bulls,1,105,112,,,,,
2023-10-30,2024,MEM,Dallas Mavericks,1,110,125,,,,,
2023-10-30,2024,NOP,Golden State Warriors,1,102,130,,,,,
2023-10-30,2024,DEN,Utah Jazz,1,110,102,,,,,
2023-10-30,2024,POR,Toronto Raptors,0,99,91,,,,,
2023-10-30,2024,CHI,Indiana Pacers,0,112,105,,,,,
2023-10-30,2024,MIL,Miami Heat,1,122,114,,,,,
2023-10-30,2024,DET,Oklahoma City Thunder,0,112,124,,,,,
2023-10-30,2024,ATL,Minnesota Timberwolves,1,127,113,,,,,
2023-10-30,2024,BOS,Washington Wizards,0,126,107,,,,,
2023-10-30,2024,OKC,Detroit Pistons,1,124,112,,,,,
2023-10-31,2024,LAC,Orlando Magic,1,118,102,,,,,
2023-10-31,2024,ORL,Los Angeles Clippers,0,102,118,,,,,
2023-10-31,2024,PHO,San Antonio Spurs,1,114,115,,,,,
2023-10-31,2024,NYK,Cleveland Cavaliers,0,109,91,,,,,
2023-10-31,2024,SAS,Phoenix Suns,0,115,114,,,,,
2023-10-31,2024,CLE,New York Knicks,1,91,109,,,,,
2023-11-01,2024,ATL,Washington Wizards,1,130,121,,,,,
2023-11-01,2024,MEM,Utah Jazz,0,109,133,,,,,
2023-11-01,2024,NYK,Cleveland Cavaliers,1,89,95,,,,,
2023-11-01,2024,IND,Boston Celtics,0,104,155,,,,,
2023-11-01,2024,DAL,Chicago Bulls,1,114,105,,,,,
2023-11-01,2024,BRK,Miami Heat,0,109,105,,,,,
2023-11-01,2024,HOU,Charlotte Hornets,1,128,119,,,,,
2023-11-01,2024,MIL,Toronto Raptors,0,111,130,,,,,
2023-11-01,2024,WAS,Atlanta Hawks,0,121,130,,,,,
2023-11-01,2024,OKC,New Orleans Pelicans,1,106,110,,,,,
2023-11-01,2024,BOS,Indiana Pacers,1,155,104,,,,,
2023-11-01,2024,CHO,Houston Rockets,0,119,128,,,,,
2023-11-01,2024,TOR,Milwaukee Bucks,1,130,111,,,,,
2023-11-01,2024,NOP,Oklahoma City Thunder,0,110,106,,,,,
2023-11-01,2024,GSW,Sacramento Kings,1,102,101,,,,,
2023-11-01,2024,DET,Portland Trail Blazers,1,101,110,,,,,
2023-11-01,2024,CHI,Dallas Mavericks,0,105,114,,,,,
2023-11-01,2024,MIN,Denver Nuggets,1,110,89,,,,,
2023-11-01,2024,POR,Detroit Pistons,0,110,101,,,,,
2023-11-01,2024,UTA,Memphis Grizzlies,1,133,109,,,,,
2023-11-01,2024,SAC,Golden State Warriors,0,101,102,,,,,
2023-11-01,2024,CLE,New York Knicks,0,95,89,,,,,
2023-11-01,2024,LAC,Los Angeles Lakers,0,125,130,,,,,
2023-11-01,2024,LAL,Los Angeles Clippers,1,130,125,,,,,
2023-11-01,2024,DEN,Minnesota Timberwolves,0,89,110,,,,,
2023-11-01,2024,MIA,Brooklyn Nets,1,105,109,,,,,
2023-11-02,2024,NOP,Detroit Pistons,1,125,116,,,,,
2023-11-02,2024,UTA,Orlando Magic,1,113,115,,,,,
2023-11-02,2024,TOR,Philadelphia 76ers,0,99,114,,,,,
2023-11-02,2024,PHI,Toronto Raptors,1,114,99,,,,,
2023-11-02,2024,SAS,Phoenix Suns,0,132,121,,,,,
2023-11-02,2024,ORL,Utah Jazz,0,115,113,,,,,
2023-11-02,2024,PHO,San Antonio Spurs,1,121,132,,,,,
2023-11-02,2024,DET,New Orleans Pelicans,0,116,125,,,,,
2023-11-03,2024,MEM,Portland Trail Blazers,0,113,115,,,,,
2023-11-03,2024,DEN,Dallas Mavericks,1,125,114,,,,,
2023-11-03,2024,BRK,Chicago Bulls,0,109,107,,,,,
2023-11-03,2024,IND,Cleveland Cavaliers,1,121,116,,,,,
2023-11-03,2024,OKC,Golden State Warriors,1,139,141,,,,,
2023-11-03,2024,POR,Memphis Grizzlies,1,115,113,,,,,
2023-11-03,2024,CLE,Indiana Pacers,0,116,121,,,,,
2023-11-03,2024,GSW,Oklahoma City Thunder,0,141,139,,,,,
2023-11-03,2024,CHI,Brooklyn Nets,1,107,109,,,,,
2023-11-03,2024,DAL,Denver Nuggets,0,114,125,,,,,
2023-11-03,2024,MIL,New York Knicks,1,110,105,,,,,
2023-11-03,2024,MIA,Washington Wizards,1,121,114,,,,,
2023-11-03,2024,WAS,Miami Heat,0,114,121,,,,,
2023-11-03,2024,NYK,Milwaukee Bucks,0,105,110,,,,,
2023-11-04,2024,SAC,Houston Rockets,0,89,107,,,,,
2023-11-04,2024,PHI,Phoenix Suns,1,112,100,,,,,
2023-11-04,2024,UTA,Minnesota Timberwolves,0,95,123,,,,,
2023-11-04,2024,NOP,Atlanta Hawks,1,105,123,,,,,
2023-11-04,2024,ORL,Los Angeles Lakers,1,120,101,,,,,
2023-11-04,2024,ATL,New Orleans Pelicans,0,123,105,,,,,
2023-11-04,2024,LAL,Orlando Magic,0,101,120,,,,,
2023-11-04,2024,IND,Charlotte Hornets,1,124,125,,,,,
2023-11-04,2024,BRK,Boston Celtics,1,114,124,,,,,
2023-11-04,2024,MIN,Utah Jazz,1,123,95,,,,,
2023-11-04,2024,DEN,Chicago Bulls,1,123,101,,,,,
2023-11-04,2024,BOS,Brooklyn Nets,0,124,114,,,,,
2023-11-04,2024,CHO,Indiana Pacers,0,125,124,,,,,
2023-11-04,2024,PHO,Philadelphia 76ers,0,100,112,,,,,
2023-11-04,2024,CHI,Denver Nuggets,0,101,123,,,,,
2023-11-04,2024,HOU,Sacramento Kings,1,107,89,,,,,
2023-11-05,2024,DET,Phoenix Suns,1,106,120,,,,,
2023-11-05,2024,SAS,Toronto Raptors,1,116,123,,,,,
2023-11-05,2024,CHO,Dallas Mavericks,0,118,124,,,,,
2023-11-05,2024,POR,Memphis Grizzlies,1,100,112,,,,,
2023-11-05,2024,DAL,Charlotte Hornets,1,124,118,,,,,
2023-11-05,2024,GSW,Cleveland Cavaliers,0,104,115,,,,,
2023-11-05,2024,PHO,Detroit Pistons,0,120,106,,,,,
2023-11-05,2024,MEM,Portland Trail Blazers,0,112,100,,,,,
2023-11-05,2024,CLE,Golden State Warriors,1,115,104,,,,,
2023-11-05,2024,TOR,San Antonio Spurs,0,123,116,,,,,
2023-11-06,2024,NYK,Los Angeles Clippers,1,111,97,,,,,
2023-11-06,2024,IND,San Antonio Spurs,1,152,111,,,,,
2023-11-06,2024,HOU,Sacramento Kings,1,122,97,,,,,
2023-11-06,2024,DEN,New Orleans Pelicans,1,134,116,,,,,
2023-11-06,2024,SAC,Houston Rockets,0,97,122,,,,,
2023-11-06,2024,LAL,Miami Heat,0,107,108,,,,,
2023-11-06,2024,ATL,Oklahoma City Thunder,0,117,126,,,,,
2023-11-06,2024,MIA,Los Angeles Lakers,1,108,107,,,,,
2023-11-06,2024,BOS,Minnesota Timberwolves,0,109,114,,,,,
2023-11-06,2024,PHI,Washington Wizards,1,146,128,,,,,
2023-11-06,2024,NOP,Denver Nuggets,0,116,134,,,,,
2023-11-06,2024,WAS,Philadelphia 76ers,0,128,146,,,,,
2023-11-06,2024,OKC,Atlanta Hawks,1,126,117,,,,,
2023-11-06,2024,DAL,Orlando Magic,0,117,102,,,,,
2023-11-06,2024,MIL,Brooklyn Nets,0,129,125,,,,,
2023-11-06,2024,LAC,New York Knicks,0,97,111,,,,,
2023-11-06,2024,CHI,Utah Jazz,1,130,113,,,,,
2023-11-06,2024,MIN,Boston Celtics,1,114,109,,,,,
2023-11-06,2024,DET,Golden State Warriors,1,109,120,,,,,
2023-11-06,2024,GSW,Detroit Pistons,0,120,109,,,,,
2023-11-06,2024,BRK,Milwaukee Bucks,1,125,129,,,,,
2023-11-06,2024,ORL,Dallas Mavericks,1,102,117,,,,,
2023-11-06,2024,SAS,Indiana Pacers,0,111,152,,,,,
2023-11-06,2024,UTA,Chicago Bulls,0,113,130,,,,,
2023-11-08,2024,CHI,Phoenix Suns,1,115,116,,,,,
2023-11-08,2024,SAC,Portland Trail Blazers,1,121,118,,,,,
2023-11-08,2024,LAL,Houston Rockets,0,94,128,,,,,
2023-11-08,2024,MIN,New Orleans Pelicans,1,122,101,,,,,
2023-11-08,2024,POR,Sacramento Kings,0,118,121,,,,,
2023-11-08,2024,PHI,Boston Celtics,1,106,103,,,,,
2023-11-08,2024,DET,Milwaukee Bucks,0,118,120,,,,,
2023-11-08,2024,CLE,Oklahoma City Thunder,0,120,128,,,,,
2023-11-08,2024,HOU,Los Angeles Lakers,1,128,94,,,,,
2023-11-08,2024,UTA,Indiana Pacers,0,118,134,,,,,
2023-11-08,2024,NOP,Minnesota Timberwolves,0,101,122,,,,,
2023-11-08,2024,DAL,Toronto Raptors,1,116,127,,,,,
2023-11-08,2024,DEN,Golden State Warriors,1,108,105,,,,,
2023-11-08,2024,OKC,Cleveland Cavaliers,1,128,120,,,,,
2023-11-08,2024,BRK,Los Angeles Clippers,1,100,93,,,,,
2023-11-08,2024,TOR,Dallas Mavericks,0,127,116,,,,,
2023-11-08,2024,LAC,Brooklyn Nets,0,93,100,,,,,
2023-11-08,2024,MIL,Detroit Pistons,1,120,118,,,,,
2023-11-08,2024,BOS,Philadelphia 76ers,0,103,106,,,,,
2023-11-08,2024,SAS,New York Knicks,0,105,126,,,,,
2023-11-08,2024,MEM,Miami Heat,1,102,108,,,,,
2023-11-08,2024,NYK,San Antonio Spurs,1,126,105,,,,,
2023-11-08,2024,IND,Utah Jazz,1,134,118,,,,,
2023-11-08,2024,GSW,Denver Nuggets,0,105,108,,,,,
2023-11-08,2024,MIA,Memphis Grizzlies,0,108,102,,,,,
2023-11-08,2024,PHO,Chicago Bulls,0,116,115,,,,,
2023-11-08,2024,CHO,Washington Wizards,1,116,132,,,,,
2023-11-08,2024,WAS,Charlotte Hornets,0,132,116,,,,,
2023-11-09,2024,IND,Milwaukee Bucks,1,126,124,,,,,
2023-11-09,2024,ATL,Orlando Magic,0,120,119,,,,,
2023-11-09,2024,MIL,Indiana Pacers,0,124,126,,,,,
2023-11-09,2024,ORL,Atlanta Hawks,1,119,120,,,,,
2023-11-10,2024,UTA,Memphis Grizzlies,0,127,121,,,,,
2023-11-10,2024,BOS,Brooklyn Nets,1,121,107,,,,,
2023-11-10,2024,WAS,Charlotte Hornets,1,117,124,,,,,
2023-11-10,2024,BRK,Boston Celtics,0,107,121,,,,,
2023-11-10,2024,SAS,Minnesota Timberwolves,1,110,117,,,,,
2023-11-10,2024,PHI,Detroit Pistons,0,114,106,,,,,
2023-11-10,2024,DAL,Los Angeles Clippers,1,144,126,,,,,
2023-11-10,2024,OKC,Sacramento Kings,0,98,105,,,,,
2023-11-10,2024,HOU,New Orleans Pelicans,1,104,101,,,,,
2023-11-10,2024,LAL,Phoenix Suns,0,122,119,,,,,
2023-11-10,2024,CHO,Washington Wizards,0,124,117,,,,,
2023-11-10,2024,MEM,Utah Jazz,1,121,127,,,,,
2023-11-10,2024,DET,Philadelphia 76ers,1,106,114,,,,,
2023-11-10,2024,SAC,Oklahoma City Thunder,1,105,98,,,,,
2023-11-10,2024,PHO,Los Angeles Lakers,1,119,122,,,,,
2023-11-10,2024,NOP,Houston Rockets,0,101,104,,,,,
2023-11-10,2024,MIN,San Antonio Spurs,0,117,110,,,,,
2023-11-10,2024,LAC,Dallas Mavericks,0,126,144,,,,,
2023-11-11,2024,ATL,Miami Heat,1,109,117,,,,,
2023-11-11,2024,ORL,Milwaukee Bucks,1,112,97,,,,,
2023-11-11,2024,CLE,Golden State Warriors,0,118,110,,,,,
2023-11-11,2024,GSW,Cleveland Cavaliers,1,110,118,,,,,
2023-11-11,2024,MIL,Orlando Magic,0,97,112,,,,,
2023-11-11,2024,MIA,Atlanta Hawks,0,117,109,,,,,
2023-11-11,2024,TOR,Boston Celtics,0,94,117,,,,,
2023-11-11,2024,BOS,Toronto Raptors,1,117,94,,,,,
2023-11-12,2024,LAL,Portland Trail Blazers,1,116,110,,,,,
2023-11-12,2024,HOU,Denver Nuggets,1,107,104,,,,,
2023-11-12,2024,IND,Philadelphia 76ers,0,126,137,,,,,
2023-11-12,2024,MIA,San Antonio Spurs,0,118,113,,,,,
2023-11-12,2024,NYK,Charlotte Hornets,1,129,107,,,,,
2023-11-12,2024,CHO,New York Knicks,0,107,129,,,,,
2023-11-12,2024,NOP,Dallas Mavericks,1,124,136,,,,,
2023-11-12,2024,SAS,Miami Heat,1,113,118,,,,,
2023-11-12,2024,BRK,Washington Wizards,1,102,94,,,,,
2023-11-12,2024,DAL,New Orleans Pelicans,0,136,124,,,,,
2023-11-12,2024,PHO,Oklahoma City Thunder,1,99,111,,,,,
2023-11-12,2024,DEN,Houston Rockets,0,104,107,,,,,
2023-11-12,2024,LAC,Memphis Grizzlies,1,101,105,,,,,
2023-11-12,2024,PHI,Indiana Pacers,1,137,126,,,,,
2023-11-12,2024,GSW,Minnesota Timberwolves,1,110,116,,,,,
2023-11-12,2024,WAS,Brooklyn Nets,0,94,102,,,,,
2023-11-12,2024,POR,Los Angeles Lakers,0,110,116,,,,,
2023-11-12,2024,DET,Chicago Bulls,0,108,119,,,,,
2023-11-12,2024,OKC,Phoenix Suns,0,111,99,,,,,
2023-11-12,2024,MIN,Golden State Warriors,0,116,110,,,,,
2023-11-12,2024,CHI,Detroit Pistons,1,119,108,,,,,
2023-11-12,2024,MEM,Los Angeles Clippers,0,105,101,,,,,
2023-11-13,2024,NYK,Boston Celtics,0,98,114,,,,,
2023-11-13,2024,TOR,Washington Wizards,1,111,107,,,,,
2023-11-13,2024,WAS,Toronto Raptors,0,107,111,,,,,
2023-11-13,2024,SAC,Cleveland Cavaliers,1,132,120,,,,,
2023-11-13,2024,MIL,Chicago Bulls,1,118,109,,,,,
2023-11-13,2024,BOS,New York Knicks,1,114,98,,,,,
2023-11-13,2024,CLE,Sacramento Kings,0,120,132,,,,,
2023-11-13,2024,CHI,Milwaukee Bucks,0,109,118,,,,,
2023-11-14,2024,OKC,San Antonio Spurs,1,123,87,,,,,
2023-11-14,2024,DAL,New Orleans Pelicans,0,110,131,,,,,
2023-11-14,2024,BRK,Orlando Magic,1,124,104,,,,,
2023-11-14,2024,ATL,Detroit Pistons,0,126,120,,,,,
2023-11-14,2024,MIA,Charlotte Hornets,0,111,105,,,,,
2023-11-14,2024,MEM,Los Angeles Lakers,0,107,134,,,,,
2023-11-14,2024,DET,Atlanta Hawks,1,120,126,,,,,
2023-11-14,2024,ORL,Brooklyn Nets,0,104,124,,,,,
2023-11-14,2024,PHI,Indiana Pacers,1,126,132,,,,,
2023-11-14,2024,LAL,Memphis Grizzlies,1,134,107,,,,,
2023-11-14,2024,UTA,Portland Trail Blazers,1,115,99,,,,,
2023-11-14,2024,SAS,Oklahoma City Thunder,0,87,123,,,,,
2023-11-14,2024,LAC,Denver Nuggets,0,108,111,,,,,
2023-11-14,2024,CHO,Miami Heat,1,105,111,,,,,
2023-11-14,2024,DEN,Los Angeles Clippers,1,111,108,,,,,
2023-11-14,2024,NOP,Dallas Mavericks,1,131,110,,,,,
2023-11-14,2024,IND,Philadelphia 76ers,0,132,126,,,,,
2023-11-14,2024,GSW,Minnesota Timberwolves,1,101,104,,,,,
2023-11-14,2024,POR,Utah Jazz,0,99,115,,,,,
2023-11-14,2024,MIN,Golden State Warriors,0,104,101,,,,,
2023-11-15,2024,ORL,Chicago Bulls,0,96,94,,,,,
2023-11-15,2024,ATL,New York Knicks,1,114,116,,,,,
2023-11-15,2024,SAC,Los Angeles Lakers,0,125,110,,,,,
2023-11-15,2024,CHI,Orlando Magic,1,94,96,,,,,
2023-11-15,2024,BOS,Philadelphia 76ers,0,117,107,,,,,
2023-11-15,2024,NYK,Atlanta Hawks,0,116,114,,,,,
2023-11-15,2024,PHI,Boston Celtics,1,107,117,,,,,
2023-11-15,2024,MIN,Phoenix Suns,0,115,133,,,,,
2023-11-15,2024,TOR,Milwaukee Bucks,1,112,128,,,,,
2023-11-15,2024,WAS,Dallas Mavericks,1,117,130,,,,,
2023-11-15,2024,POR,Cleveland Cavaliers,1,95,109,,,,,
2023-11-15,2024,MIL,Toronto Raptors,0,128,112,,,,,
2023-11-15,2024,LAL,Sacramento Kings,1,110,125,,,,,
2023-11-15,2024,PHO,Minnesota Timberwolves,1,133,115,,,,,
2023-11-15,2024,DAL,Washington Wizards,0,130,117,,,,,
2023-11-15,2024,CLE,Portland Trail Blazers,0,109,95,,,,,
2023-11-16,2024,BRK,Miami Heat,0,115,122,,,,,
2023-11-16,2024,MIA,Brooklyn Nets,1,122,115,,,,,
2023-11-16,2024,GSW,Oklahoma City Thunder,1,109,128,,,,,
2023-11-16,2024,OKC,Golden State Warriors,0,128,109,,,,,
2023-11-17,2024,SAC,San Antonio Spurs,0,129,120,,,,,
2023-11-17,2024,LAL,Portland Trail Blazers,0,107,95,,,,,
2023-11-17,2024,ATL,Philadelphia 76ers,1,116,126,,,,,
2023-11-17,2024,CLE,Detroit Pistons,1,108,100,,,,,
2023-11-17,2024,DET,Cleveland Cavaliers,0,100,108,,,,,
2023-11-17,2024,HOU,Los Angeles Clippers,0,100,106,,,,,
2023-11-17,2024,POR,Los Angeles Lakers,1,95,107,,,,,
2023-11-17,2024,LAC,Houston Rockets,1,106,100,,,,,
2023-11-17,2024,UTA,Phoenix Suns,1,128,131,,,,,
2023-11-17,2024,NYK,Washington Wizards,0,120,99,,,,,
2023-11-17,2024,ORL,Chicago Bulls,0,103,97,,,,,
2023-11-17,2024,TOR,Boston Celtics,1,105,108,,,,,
2023-11-17,2024,WAS,New York Knicks,1,99,120,,,,,
2023-11-17,2024,BOS,Toronto Raptors,0,108,105,,,,,
2023-11-17,2024,CHI,Orlando Magic,1,97,103,,,,,
2023-11-17,2024,NOP,Denver Nuggets,1,115,110,,,,,
2023-11-17,2024,SAS,Sacramento Kings,1,120,129,,,,,
2023-11-17,2024,CHO,Milwaukee Bucks,1,99,130,,,,,
2023-11-17,2024,PHO,Utah Jazz,0,131,128,,,,,
2023-11-17,2024,DEN,New Orleans Pelicans,0,110,115,,,,,
2023-11-17,2024,PHI,Atlanta Hawks,0,126,116,,,,,
2023-11-17,2024,MIL,Charlotte Hornets,0,130,99,,,,,
2023-11-18,2024,NOP,Minnesota Timberwolves,1,120,121,,,,,
2023-11-18,2024,DAL,Milwaukee Bucks,0,125,132,,,,,
2023-11-18,2024,MEM,San Antonio Spurs,0,120,108,,,,,
2023-11-18,2024,GSW,Oklahoma City Thunder,1,123,130,,,,,
2023-11-18,2024,SAS,Memphis Grizzlies,1,108,120,,,,,
2023-11-18,2024,MIL,Dallas Mavericks,1,132,125,,,,,
2023-11-18,2024,MIN,New Orleans Pelicans,0,121,120,,,,,
2023-11-18,2024,OKC,Golden State Warriors,0,130,123,,,,,
2023-11-18,2024,MIA,Chicago Bulls,0,97,102,,,,,
2023-11-18,2024,CHO,New York Knicks,1,108,122,,,,,
2023-11-18,2024,CHI,Miami Heat,1,102,97,,,,,
2023-11-18,2024,NYK,Charlotte Hornets,0,122,108,,,,,
2023-11-19,2024,PHI,Brooklyn Nets,0,121,99,,,,,
2023-11-19,2024,UTA,Phoenix Suns,1,137,140,,,,,
2023-11-19,2024,PHO,Utah Jazz,0,140,137,,,,,
2023-11-19,2024,BRK,Philadelphia 76ers,1,99,121,,,,,
2023-11-19,2024,DAL,Sacramento Kings,1,113,129,,,,,
2023-11-19,2024,DET,Toronto Raptors,0,113,142,,,,,
2023-11-19,2024,ORL,Indiana Pacers,0,128,116,,,,,
2023-11-19,2024,TOR,Detroit Pistons,1,142,113,,,,,
2023-11-19,2024,CLE,Denver Nuggets,1,121,109,,,,,
2023-11-19,2024,BOS,Memphis Grizzlies,0,102,100,,,,,
2023-11-19,2024,OKC,Portland Trail Blazers,0,134,91,,,,,
2023-11-19,2024,HOU,Los Angeles Lakers,0,104,105,,,,,
2023-11-19,2024,IND,Orlando Magic,1,116,128,,,,,
2023-11-19,2024,SAC,Dallas Mavericks,0,129,113,,,,,
2023-11-19,2024,LAL,Houston Rockets,1,105,104,,,,,
2023-11-19,2024,DEN,Cleveland Cavaliers,0,109,121,,,,,
2023-11-19,2024,POR,Oklahoma City Thunder,1,91,134,,,,,
2023-11-19,2024,MEM,Boston Celtics,1,100,102,,,,,
2023-11-20,2024,WAS,Milwaukee Bucks,1,129,142,,,,,
2023-11-20,2024,GSW,Houston Rockets,1,121,116,,,,,
2023-11-20,2024,LAC,San Antonio Spurs,0,124,99,,,,,
2023-11-20,2024,MIL,Washington Wizards,0,142,129,,,,,
2023-11-20,2024,CHI,Miami Heat,1,100,118,,,,,
2023-11-20,2024,NOP,Sacramento Kings,1,129,93,,,,,
2023-11-20,2024,DET,Denver Nuggets,1,103,107,,,,,
2023-11-20,2024,CHO,Boston Celtics,1,121,118,,,,,
2023-11-20,2024,MIA,Chicago Bulls,0,118,100,,,,,
2023-11-20,2024,HOU,Golden State Warriors,0,116,121,,,,,
2023-11-20,2024,BOS,Charlotte Hornets,0,118,121,,,,,
2023-11-20,2024,SAS,Los Angeles Clippers,1,99,124,,,,,
2023-11-20,2024,NYK,Minnesota Timberwolves,0,100,117,,,,,
2023-11-20,2024,DEN,Detroit Pistons,0,107,103,,,,,
2023-11-20,2024,SAC,New Orleans Pelicans,0,93,129,,,,,
2023-11-20,2024,MIN,New York Knicks,1,117,100,,,,,
2023-11-21,2024,POR,Phoenix Suns,0,107,120,,,,,
2023-11-21,2024,TOR,Orlando Magic,0,107,126,,,,,
